Store,Core SKUs Availability,Shelf Space,Total Energy Drink Shelf Space,Comp#1 Shelf Space,Brand Visibility Condition,Brand Messaging Score,Price Comm Condition Score,Ambient Placement Condition Additional,Ambient Placements Additional,Comp#1 Placement Ambient  Additional,Chilled Placement Additional,Comp#1 Placement Chilled  Additional,Cashier Placement Cooler Condition,Cashier Coolers With SKU Available,Cashier Coolers With Comp#1 Available,Shelf Space Condition,POS Communication Condition,Available Placements Types In Store,Energy Shelf Space Share,Chilled Cashier Placement,Main Competitor SKU,Ambient Placement Additional ,Buying Group,Key Account,Distributor,Sales Gross,Sales Net,Actual Service Frequency,Volume 12pck,Volume 4pck,Volume 6pck,Volume Single,Volume,SKU Distribution
1003425918,93.3,6,8,0.3,100,0,0,100,1,0,1,1,0,0,0,100,37.5,3,75,0,3,1,786531,786532,5904,1145,1001,3,1,13,,83,97,14
1003429958,100,5,5,0,100,100,100,0,0,0,0,0,0,0,0,100,100,1,100,0,0,0,786531,786532,5901,1999,1868,2,,2,,111,113,15
1003430836,100,5.5,14,4.8,100,33.3,100,100,2,0,1,0,0,0,0,99.4,75,3,40,0,26,1,788371,780217,5938,4376,4222,4,,1,4,341,346,15
1003430846,86.7,5,16,4.3,100,0,100,0,0,0,0,0,0,0,0,82.6,62.5,1,31.3,0,16,0,788371,780008,5908,1541,1485,4,,,3,149,152,14
1003431880,100,7,12,2,100,33.3,0,100,1,0,0,0,100,1,0,100,50,3,58.3,1,4,1,786531,786532,5901,840,705,2,,14,,126,140,14
1003432307,100,5,15,1,100,50,100,0,0,0,1,0,0,0,0,85.6,81.3,2,32.8,0,5,0,786531,786532,5901,316,281,2,,,,29,29,14
1003433173,93.3,5,16,5,100,0,100,100,1,0,1,1,0,0,0,83.6,62.5,3,31.7,0,23,1,780004,780026,5901,2820,2586,4,,3,6,209,218,14
1003433187,86.7,3,7,2,100,100,100,0,0,0,0,0,0,0,0,100,100,1,42.9,0,10,0,788371,780217,5938,2476,2394,4,,,,136,136,15
1003433369,93.3,8,24,4,100,25,100,100,1,0,1,1,100,1,0,87.3,71.9,4,33.7,1,14,1,786531,786532,5901,1772,1554,2,,2,,134,136,15
1003434492,86.7,8,10,1.8,100,0,100,100,1,0,0,0,100,1,1,100,62.5,3,80,1,2,1,786531,786532,5901,3476,3077,4,2,14,,221,237,15
1003435025,80,8,13,3.8,100,100,0,100,1,0,1,1,100,1,0,100,75,4,61.5,1,10,1,786531,786532,5937,629,547,2,,2,,50,52,13
1003437705,80,9,12,0,100,0,100,100,1,0,0,1,100,3,0,100,62.5,3,75,1,1,1,786531,786532,5908,880,767,2,,0,,56,56,10
1003438382,100,6,8,0,100,100,100,0,0,0,0,1,100,1,0,100,100,2,77.4,1,0,0,786531,786532,5904,870,766,2,,4,,60,64,15
1003438547,93.3,8,11,0,100,0,0,0,0,0,2,1,0,0,0,100,37.5,2,72.7,0,1,0,786531,786532,5904,2375,2044,2,,7,,105,112,13
1003438559,80,4,9,3.3,0,0,0,0,0,0,0,0,0,0,0,100,0,1,47.1,0,15,0,786531,786532,5904,1438,1373,3,,,,126,126,15
1003438643,86.7,8,10,1,100,33.3,100,100,1,0,1,0,0,0,0,100,75,3,84.2,0,2,1,786531,786532,5904,655,554,1,,4,,64,68,15
1003438694,93.3,5,5,0,100,50,0,0,0,0,1,0,0,0,0,100,56.3,2,100,0,1,0,786531,786532,5904,972,903,2,,1,,122,123,14
1003438810,86.7,5,7,0,100,100,100,0,0,0,0,1,0,0,0,100,100,1,76.9,0,0,0,786531,786532,5904,532,496,3,,4,,56,60,13
1003438845,100,4.5,11,2.8,100,0,100,100,2,1,0,0,100,1,0,100,62.5,3,41.9,1,18,1,788371,780217,5908,2104,2038,4,5,8,4,93,110,13
1003438875,86.7,7,21,5,100,0,100,0,0,0,0,0,0,0,0,87.4,62.5,1,33.7,0,25,0,788371,780008,5901,2786,2673,4,,,,206,206,15
1003439686,100,7,9,0,50,0,0,0,0,0,1,1,0,0,0,100,18.8,2,77.8,0,1,0,786531,786532,5904,809,708,1,,13,,61,74,15
1003441421,60,4,6,0,100,0,0,0,0,0,0,1,0,0,0,100,37.5,1,72.7,0,1,0,780004,784104,5937,1791,1683,3,,,,69,69,13
1003442614,100,4,15,3.3,100,100,100,100,1,0,0,0,100,1,0,73.9,100,3,26.7,1,22,1,780004,784104,5901,2329,2208,4,,2,,150,152,15
1003442968,100,5,13,5,100,100,0,0,0,0,1,0,0,0,0,73.7,75,2,38.5,0,29,0,786531,786532,5908,1631,1467,3,,,,126,126,15
1003444704,100,6,16,4.8,100,66.7,100,100,2,1,0,0,100,1,1,97,87.5,3,38.7,1,23,1,780004,784519,5938,5413,5168,5,,7,,368,375,15
1003444706,100,6,16,4.5,100,0,100,0,0,0,1,1,100,1,0,95.8,62.5,3,38.1,1,23,0,780004,784519,5901,1617,1548,3,,5,,130,135,15
1003444888,86.7,6,16,6.5,66.7,0,100,100,1,0,0,0,100,1,1,93.5,50,3,36.9,1,36,1,788371,780217,5908,1505,1452,2,,1,,154,155,15
1003444890,100,5.8,15,5,100,0,100,0,0,0,1,1,0,0,0,98.8,62.5,2,39.7,0,35,0,788371,780217,5938,2040,1970,3,,4,13,125,142,15
1003445163,100,6,9,0,100,100,100,100,1,1,0,1,100,1,0,100,100,3,66.7,1,1,1,786531,786532,5937,706,630,1,,5,,58,63,13
1003447096,100,6,18,5,0,0,100,0,0,0,0,0,0,0,1,86.6,25,1,33.3,0,23,0,788371,780008,5904,3640,3502,4,,1,,243,244,15
1003447301,93.3,5,16,4,100,0,100,0,0,0,0,0,0,0,0,84.6,62.5,1,32.3,0,26,0,780004,781412,5937,2005,1947,4,,2,1,161,164,15
1003447924,60,4,11,1.8,100,100,0,100,1,1,1,1,0,0,0,92.5,75,3,36.4,0,11,1,786531,786532,5904,992,904,2,,1,,79,80,9
1003448058,100,6,10,0,100,100,100,0,0,0,0,0,0,0,0,100,100,1,61.5,0,0,0,786531,786532,5908,1387,1236,2,,3,,149,152,15
1003448449,100,7,14,1.8,100,66.7,100,100,1,0,0,0,100,1,0,100,87.5,3,50.9,1,14,1,786531,786532,5937,358,314,1,,1,,32,33,14
1003448685,80,3.8,9,2.8,100,50,0,100,1,0,0,0,0,0,0,100,56.3,2,41.7,0,20,1,788371,788080,5937,1054,978,4,,,,86,86,15
1003448693,100,5,10,3.8,100,0,100,100,2,1,0,0,100,1,1,100,62.5,3,48.8,1,24,1,786531,786532,5938,1269,1122,4,,8,,73,81,12
1003448695,80,5,11,3.3,50,0,0,0,0,0,1,0,0,0,0,100,18.8,2,47.6,0,10,0,780004,784104,5938,3894,3613,4,,6,,288,294,15
1003449179,100,6.3,6,0,100,100,100,0,0,0,0,0,100,1,0,100,100,2,100,1,1,0,786531,786532,5937,1293,1106,1,,,,89,89,12
1003449189,93.3,9,17,5.5,100,33.3,100,0,0,0,1,0,100,1,1,100,75,3,52.9,1,28,0,786531,786532,5937,700,609,1,,4,,30,34,14
1003450516,100,6,19,7,100,0,100,100,1,0,2,2,0,0,0,83.3,62.5,3,31.6,0,34,1,788371,780217,5908,1747,1684,2,,1,1,114,116,15
1003451306,100,6.5,16,5,66.7,33.3,100,100,1,1,0,1,100,1,1,99.4,62.5,3,40,1,35,1,788371,780217,5904,2242,2162,4,,1,3,211,215,15
1003451486,93.3,5.5,13,3.5,100,0,100,100,1,0,2,0,100,1,1,100,62.5,4,44,1,18,1,788371,780217,5908,1776,1709,5,,,4,104,108,14
1003451499,80,5,16,5.5,0,0,100,0,0,0,0,0,0,0,0,84.6,25,1,32.3,0,28,0,780004,781684,5908,4571,4331,9,,,,446,446,15
1003451711,93.3,5,15,4.3,100,100,100,0,0,0,1,0,0,0,0,85.6,100,2,32.8,0,34,0,786531,786532,5908,1243,1098,2,,1,,91,92,14
1003451716,100,6,14,3.8,100,100,100,0,0,0,0,0,0,0,0,100,100,1,42.9,0,28,0,786531,786532,5908,2218,2068,2,,3,,119,122,15
1003453602,73.3,8,21,8.5,100,50,0,100,1,2,1,0,100,1,1,95.8,56.3,4,38.1,1,39,1,788371,780217,5908,5264,5076,4,,2,20,353,375,15
1003453728,86.7,4,9,2,100,100,100,0,0,0,0,1,0,0,0,100,100,1,44.4,0,11,0,780004,784104,5938,1118,1043,3,,2,,88,90,15
1003456225,86.7,8,15,4.5,100,100,100,100,1,0,1,1,100,1,0,100,100,4,53.3,1,28,1,786531,786532,5937,1891,1632,3,,13,,144,157,14
1003458711,86.7,6,10,2.5,100,0,100,0,0,0,1,0,0,0,0,100,62.5,2,63.2,0,18,0,786531,786532,5937,540,507,1,,,,32,32,9
1003460249,100,4,9,3,100,50,100,0,0,0,0,1,100,1,0,100,81.3,2,44.4,1,15,0,786531,786532,5901,437,419,1,,1,,27,28,12
1003461133,80,5,8,2.5,100,0,100,100,1,0,1,0,0,0,0,100,62.5,3,62.5,0,20,1,786531,786532,5901,1628,1444,2,,,,89,89,13
1003461211,73.3,5,13,2.5,66.7,66.7,100,100,1,0,0,0,100,1,0,99.4,75,3,40,1,17,1,786531,786532,5908,1155,1029,4,,0,,67,67,10
1003462213,73.3,5,7,0.8,100,100,100,0,0,0,0,0,100,1,0,100,100,2,74.1,1,6,0,786531,786532,5901,2619,2330,5,,3,,152,155,15
1003462957,100,5,12,3,100,100,0,0,0,0,0,0,0,0,0,100,75,1,41.7,0,17,0,786531,786532,5901,999,937,1,,1,,86,88,15
1003463575,100,8,16,3,100,100,100,100,2,0,0,0,100,1,0,100,100,3,51.6,1,21,1,786531,786532,5901,1336,1167,5,,4,,78,82,14
1003463672,93.3,7,8,0,100,66.7,100,100,1,0,0,1,100,1,0,100,87.5,3,87.5,1,0,1,786531,786532,5937,984,852,1,2,4,,88,94,14
1003465751,100,6,10,2,66.7,33.3,100,100,1,0,0,0,100,1,0,100,62.5,3,60,1,18,1,786531,786532,5901,1046,924,1,,6,,99,105,15
1003465921,80,5,18,5,100,0,0,0,0,0,0,0,0,0,0,76.7,37.5,1,28.2,0,28,0,788371,780008,5908,2390,2299,4,,,,207,207,13
1003465931,100,4.8,8,0,100,0,100,0,0,1,0,0,0,0,0,100,62.5,1,59.4,0,1,0,788371,780008,5908,4068,3924,4,,2,4,213,219,15
1003466092,100,11,25,7.3,66.7,33.3,100,100,2,2,1,0,0,0,0,100,62.5,3,44,0,39,1,788371,780217,5938,4033,3886,4,,0,4,294,298,15
1003466276,93.3,6,16,5,0,0,100,0,0,0,0,0,0,0,0,94.6,25,1,37.5,0,21,0,788371,780008,5908,2046,1970,3,,1,1,157,159,14
1003466366,73.3,5.5,14,5,66.7,66.7,100,100,1,1,0,0,100,1,0,99.4,75,3,40,1,32,1,788371,780217,5901,1891,1822,4,,,2,179,181,15
1003466377,100,5,8,1,100,33.3,100,100,1,0,0,0,100,1,0,100,75,3,62.5,1,7,1,786531,786532,5904,398,351,2,,-3,,77,74,14
1003466381,93.3,5.3,13,4.3,66.7,0,100,100,1,1,0,0,100,2,0,100,50,3,41.2,1,26,1,788371,780217,5901,3656,3528,4,,6,4,278,288,15
1003466382,100,7,16,5,66.7,0,100,100,1,0,2,1,0,0,0,100,50,3,44.4,0,31,1,788371,780217,5901,3682,3552,4,,,5,257,262,15
1003466538,80,4,11,3,50,0,0,0,0,0,1,1,0,0,0,90.9,18.8,2,35.6,0,22,0,780004,784104,5938,970,916,1,,,,42,42,15
1003466593,100,4.8,12,2.8,25,0,100,100,1,1,1,1,100,1,0,97.1,34.4,4,38.8,1,20,1,788371,780217,5901,2139,2062,4,,,3,187,190,15
1003466595,93.3,6.5,11,4.8,100,0,0,0,0,0,0,0,0,0,0,100,37.5,1,57.8,0,25,0,788371,780217,5901,1300,1256,3,,,4,134,138,15
1003466969,86.7,5,13,2,75,25,100,100,2,0,1,0,100,1,0,96.5,62.5,4,38.5,1,5,1,786531,786532,5901,2252,2014,4,,3,,154,157,15
1003467052,86.7,5,9,3,100,100,100,0,0,0,1,0,0,0,0,100,100,2,55.6,0,23,0,780004,784104,5904,2635,2482,4,,5,,199,204,15
1003467066,86.7,4,17,4.8,0,0,0,100,1,1,0,0,0,0,0,67.8,0,2,23.5,0,21,1,788371,780008,5938,2252,2169,4,,1,,225,226,13
1003467622,46.7,3.5,8,2.3,100,0,100,0,0,0,0,0,100,1,0,100,62.5,2,43.8,1,14,0,788371,780217,5908,2523,2429,4,,1,,154,156,12
1003467855,100,4.5,11,3,75,0,100,100,2,2,1,0,100,1,1,100,53.1,4,40.9,1,23,1,788371,780217,5901,2384,2304,4,,,8,226,234,15
1003469207,100,4,15,5,100,100,0,100,2,0,0,0,100,1,0,73.9,75,3,26.7,1,25,1,780004,784104,5901,1036,976,3,,,,134,134,15
1003469414,46.7,6,8,0.8,0,0,0,0,0,0,0,1,0,0,0,100,0,1,75,0,3,0,786531,786532,5904,906,836,1,,2,,56,58,13
1003471155,100,6,17,5,50,0,100,0,0,0,0,0,100,1,0,90.4,43.8,2,35.3,1,27,0,788371,780008,5908,2448,2363,4,,3,,223,226,15
1003471172,80,5,18,4.8,100,0,100,0,0,0,0,0,0,0,0,76,62.5,1,27.8,0,20,0,788371,780217,5908,1898,1834,4,,,2,184,186,15
1003471195,73.3,6,9,2.3,33.3,33.3,0,100,1,1,1,0,0,0,0,100,25,3,66.7,0,14,1,786531,786532,5908,321,284,2,2,1,,30,33,8
1003471346,93.3,8,8,0,100,50,100,100,1,0,1,2,100,1,0,100,81.3,4,100,1,1,1,786531,786532,5937,3018,2615,3,,10,,179,189,15
1003471401,86.7,5,9,3,100,0,100,0,0,0,1,0,100,1,0,100,62.5,3,55.6,1,16,0,786531,786532,5901,888,784,2,,,,86,86,14
1003471505,93.3,6,12,1.5,100,100,0,0,0,0,2,1,0,0,0,100,75,2,52.2,0,7,0,786531,786532,5904,1020,904,4,,1,,64,65,14
1003471512,93.3,5,5,0,100,100,100,100,1,0,0,0,100,1,1,100,100,3,100,1,0,1,786531,786532,5908,2160,1920,4,,7,,173,180,14
1003471614,93.3,6,17,5,100,0,100,0,0,1,0,0,0,0,0,90.4,62.5,1,35.3,0,30,0,788371,780008,5901,3162,3048,5,,10,,173,183,15
1003471623,73.3,4.8,16,3.8,50,50,0,100,2,0,0,0,0,0,0,79.7,37.5,2,29.7,0,14,1,788371,780008,5901,2950,2845,4,,1,,233,234,13
1003471674,86.7,3,16,3,0,0,100,0,0,0,0,0,0,0,0,58.7,25,1,18.8,0,13,0,788371,780008,5904,1611,1548,4,,,,196,196,12
1003471681,73.3,5,18,5.5,50,50,100,100,2,1,0,0,0,0,0,76,62.5,2,27.8,0,21,1,788371,780008,5904,3198,3078,5,,13,,206,219,15
1003471790,93.3,5,7,0,100,75,0,100,1,0,1,0,100,1,0,100,65.6,4,71.4,1,1,1,786531,786532,5904,595,516,2,,2,,76,78,15
1003471802,73.3,5,9,2.3,66.7,66.7,100,100,1,0,0,0,100,1,0,100,75,3,55.6,1,12,1,786531,786532,5904,515,462,1,,3,,47,50,15
1003471912,86.7,5,9,2,66.7,100,100,100,1,0,0,0,100,1,0,100,87.5,3,58.8,1,12,1,786531,786532,5904,1771,1580,1,,4,,105,109,15
1003472228,93.3,5,12,2.8,100,100,100,100,2,0,0,0,100,1,0,100,100,3,40.8,1,12,1,786531,786532,5904,920,799,2,,3,,86,89,14
1003472385,100,4,5,0,100,100,100,0,0,0,0,1,0,0,0,100,100,1,76.2,0,1,0,786531,786532,5904,1762,1660,2,,,,101,101,15
1003472421,93.3,8,11,1,100,25,100,100,2,0,1,1,100,1,0,100,71.9,4,76.2,1,7,1,786531,786532,5901,821,719,1,,4,,123,127,12
1003472423,86.7,5,9,0,100,100,100,0,0,0,0,1,0,0,0,100,100,1,55.6,0,1,0,786531,786532,5901,1192,1112,4,,2,,84,86,13
1003473156,86.7,8,9,0,100,0,0,100,1,0,0,1,100,2,0,100,37.5,3,88.9,1,1,1,786531,786532,5904,2217,1902,2,,,,115,115,14
1003473560,100,5.8,14,4.3,100,0,100,0,0,1,0,0,100,1,0,100,62.5,2,42.6,1,24,0,788371,780217,5904,1184,1141,4,,,4,84,88,15
1003473686,100,5,12,2.5,100,0,0,0,0,0,0,0,100,1,0,100,37.5,2,41.7,1,18,0,786531,786532,5904,2061,1832,4,,4,,127,131,14
1003474679,100,5,6,0,66.7,100,100,100,1,1,2,0,0,0,0,100,87.5,3,83.3,0,1,1,786531,786532,5904,4539,3994,3,1,26,,346,373,15
1003477098,86.7,5,7,2,100,33.3,0,100,2,0,0,1,100,1,0,100,50,3,69,1,15,1,786531,786532,5908,806,728,2,,4,,36,40,11
1003477198,100,6,7,0,100,33.3,100,100,1,0,0,0,100,1,1,100,75,3,82.8,1,0,1,786531,786532,5937,711,610,2,,3,,69,72,15
1003477200,100,5,7,0,33.3,66.7,100,100,1,0,0,1,100,1,0,100,62.5,3,71.4,1,1,1,786531,786532,5937,501,443,2,,,,43,43,14
1003481519,100,5,12,2.3,100,100,100,100,2,0,1,1,0,0,0,100,100,3,41.7,0,13,1,786531,786532,5938,4651,4173,2,,9,,284,293,15
1003482601,100,5,14,3.8,100,100,100,100,1,0,0,1,100,1,0,91.2,100,3,35.7,1,18,1,786531,786532,5937,784,706,2,,,,65,65,15
1003483460,100,8,8,0,50,100,100,0,0,0,0,1,100,2,0,100,81.3,2,100,1,23,0,786531,786532,5938,1775,1557,2,,2,,105,107,14
1003484554,60,5,9,0.5,0,0,0,0,0,0,0,0,0,0,0,100,0,1,55.6,0,2,0,786531,786532,5904,526,462,1,,1,,66,67,15
1003484578,93.3,5,9,3.3,100,100,0,0,0,0,1,1,0,0,0,100,75,2,55.6,0,15,0,780004,784104,5904,1790,1660,3,,1,,121,122,15
1003484588,100,6,6,0,100,33.3,100,100,1,0,1,1,0,0,0,100,75,3,100,0,1,1,786531,786532,5904,562,495,1,,3,,60,63,14
1003484864,93.3,8,16,4.3,33.3,100,0,100,2,0,0,0,100,1,0,100,50,3,49.2,1,18,1,786531,786532,5937,2353,2042,3,,4,,149,153,14
1003484912,100,5,9,2.5,100,100,100,100,1,0,2,1,0,0,0,100,100,3,55.6,0,14,1,786531,786532,5904,1842,1617,4,,7,,123,130,15
1003485137,93.3,6,14,4.8,100,33.3,0,100,1,1,0,1,100,1,0,100,50,3,42.1,1,24,1,786531,786532,5904,488,436,2,,1,,66,67,14
1003485225,93.3,6,17,3.5,100,100,0,0,0,0,1,0,0,0,0,92.5,75,2,36.4,0,21,0,786531,786532,5901,1071,944,2,,4,,74,78,15
1003488092,100,5,9,2,100,100,100,100,1,0,0,1,100,1,0,100,100,3,55.6,1,13,1,786531,786532,5904,3443,3026,5,,5,,209,214,15
1003489532,86.7,9,20,4.8,100,100,0,100,1,0,0,0,100,1,0,100,75,3,45,1,24,1,786531,786532,5908,6251,5531,3,,,,634,634,14
1003491792,100,5,16,3.5,100,66.7,100,100,1,1,0,0,100,1,1,83.6,87.5,3,31.7,1,19,1,780004,784519,5938,1129,1087,2,,,,101,101,15
1003492974,86.7,7,20,6,66.7,100,100,100,1,0,1,1,0,0,0,90.7,87.5,3,35.4,0,33,1,780004,781237,5908,5562,5458,4,,13,4,416,433,15
1003493377,100,6,14,1.3,100,50,100,0,0,0,0,0,100,1,0,100,81.3,2,44.4,1,7,0,786531,786532,5901,1549,1357,2,,2,,118,120,15
1003494244,100,6,6,0,100,33.3,100,100,1,0,0,1,100,1,0,100,75,3,100,1,1,1,786531,786532,5904,1320,1153,2,,,,70,70,14
1003494438,53.3,3,8,1,100,50,0,100,2,1,1,0,100,1,0,94.6,56.3,4,37.5,1,9,1,786531,786532,5937,1482,1292,3,,5,,239,244,15
1003500247,100,5,18,5,66.7,33.3,100,100,1,1,0,0,100,1,1,76.7,62.5,3,28.2,1,23,1,780004,780340,5938,2023,1972,4,,8,,154,162,15
1003502768,100,6,20,4.3,100,0,100,100,2,0,1,0,0,0,0,81.7,62.5,3,30.8,0,23,1,786531,786532,5901,1074,938,1,,1,,55,56,12
1003502782,86.7,8,17,3,100,0,100,100,1,0,1,0,0,0,0,100,62.5,3,47.1,0,23,1,786531,786532,5937,4273,3702,3,,14,,284,298,15
1003502818,93.3,5,5,0,100,66.7,0,100,1,0,1,2,0,0,0,100,62.5,3,100,0,1,1,780004,784104,5904,695,642,1,,,,108,108,15
1003502840,100,7.5,17,5.3,66.7,0,0,100,1,2,1,0,0,0,0,100,25,3,44.1,0,22,1,788371,780217,5908,3216,3105,4,,5,4,265,274,15
1003502847,100,8,30,6.8,100,66.7,100,100,1,0,0,0,100,1,1,73.9,87.5,3,26.7,1,35,1,788371,780008,5901,2520,2433,4,,1,2,154,157,15
1003502886,86.7,4.3,9,2,100,50,0,100,1,0,0,0,0,0,0,100,56.3,2,47.2,0,6,1,788371,780217,5904,1478,1427,4,,,9,130,139,15
1003502970,100,4,11,2,100,100,100,0,0,0,0,0,0,0,0,92.5,100,1,36.4,0,15,0,786531,786549,5901,1265,1265,2,,,,60,60,14
1003503808,86.7,5,16,3.5,100,0,100,100,1,1,0,0,0,0,0,82.6,62.5,2,31.3,0,20,1,788371,780008,5901,4655,4492,4,,,,345,345,13
1003503834,93.3,8,19,4.3,66.7,0,100,0,0,0,1,1,100,1,1,100,50,3,42.1,1,20,0,788371,780217,5937,4581,4413,4,,2,,330,332,15
1003503871,100,8,20,6.5,75,75,100,100,1,0,2,1,100,1,0,99.4,81.3,4,40,1,27,1,780004,784104,5904,2661,2428,3,,1,,199,200,15
1003504270,93.3,4.3,15,3.5,100,100,100,0,0,0,0,0,0,0,0,78.9,100,1,29.3,0,28,0,780004,784104,5908,610,565,1,,,,74,74,11
1003504770,100,9,16,1.5,66.7,0,100,100,1,0,1,0,0,0,0,100,50,3,57.1,0,8,1,786531,786532,5901,2121,1883,2,,5,,275,280,15
1003506843,100,4,4,0,0,0,0,100,1,0,0,1,0,0,0,100,0,2,100,0,1,1,786531,786532,5904,918,877,1,,4,,81,85,15
1003507642,100,6,6,0,100,33.3,100,100,1,0,0,1,100,1,0,100,75,3,100,1,1,1,786531,786532,5937,4391,3908,3,,7,,239,246,14
1003521096,100,5,14,4,100,0,100,0,0,1,0,0,0,0,0,92.5,62.5,1,36.4,0,20,0,780004,785637,5904,2052,2019,4,,2,,170,172,15
1003521246,100,6,17,4.3,50,100,100,0,0,0,1,0,0,0,0,90.4,81.3,2,35.3,0,23,0,788371,780008,5904,3335,3210,4,,2,,202,204,15
1003521676,93.3,3,8,2,100,0,100,100,1,1,0,0,0,0,0,94.6,62.5,2,37.5,0,16,1,788371,780008,5938,4615,4447,4,,,9,302,311,15
1003531869,93.3,5,13,3,100,66.7,100,100,3,3,0,0,100,1,1,97.9,87.5,3,39.2,1,19,1,780004,784519,5938,2262,2157,2,,3,,175,178,15
1003531878,80,6,11,3.3,100,0,0,100,1,0,1,0,0,0,1,100,37.5,3,55.8,0,21,1,786531,786532,5904,1963,1739,4,3,25,,118,146,15
1003541143,86.7,6,14,3.8,100,0,100,0,0,0,1,1,0,0,0,100,62.5,2,42.1,0,14,0,786531,786532,5901,777,692,2,,,,84,84,12
1003543727,93.3,7,17,5,100,50,0,100,2,0,1,0,100,1,0,100,56.3,4,41.2,1,31,1,780004,784104,5938,1309,1309,1,,4,,59,63,14
1003544891,93.3,5,13,0.5,100,100,0,100,1,0,0,1,100,1,0,96.5,75,3,38.5,1,1,1,786531,786532,5937,1915,1748,3,,8,,72,80,14
1003545390,93.3,8,12,1,100,0,100,0,0,0,2,1,0,0,0,100,62.5,2,69.6,0,8,0,786531,786532,5937,579,510,1,,2,,80,82,15
1003546698,86.7,5,15,4,100,100,0,0,0,0,0,0,100,1,0,85.6,75,2,32.8,1,31,0,786531,786532,5908,373,331,1,,1,,78,79,13
1003547804,100,6,15,5,50,0,100,100,1,2,1,0,100,1,1,100,43.8,4,41.4,1,31,1,788371,780217,5908,1970,1903,3,,2,10,171,183,15
1003547815,93.3,6,16,2.3,100,100,0,100,1,0,1,1,0,0,0,97,75,3,38.7,0,16,1,780004,784104,5937,3634,3421,3,,15,,236,251,15
1003547821,100,5,14,4.3,100,50,100,100,2,1,2,1,100,1,1,91.2,81.3,4,35.7,1,19,1,788371,780217,5908,1395,1349,2,,,2,99,101,14
1003547836,93.3,6.8,17,4.8,25,0,100,100,2,1,1,0,100,2,1,100,34.4,4,40.9,1,20,1,788371,780217,5908,4080,3935,4,,4,10,310,324,15
1003548407,93.3,5,24,7.5,100,0,100,0,0,0,1,0,0,0,1,62.7,62.5,2,20.8,0,29,0,788371,780008,5901,3175,3059,4,,,3,216,219,15
1003548942,100,8,16,6.5,100,33.3,0,0,0,0,1,0,100,1,1,100,50,3,51.6,1,14,0,786531,786549,5937,1896,1680,4,,1,,170,171,15
1003549714,100,8,21,4.8,100,66.7,100,100,1,1,2,0,0,0,0,95.8,87.5,3,38.1,0,30,1,788371,780008,5901,1384,1330,4,,,,264,264,15
1003549731,80,6,15,4,0,100,100,0,0,0,0,0,0,0,0,99.4,62.5,1,40,0,12,0,788371,780008,5908,3621,3486,4,,,,246,246,13
1003550322,100,8,8,0,100,100,0,100,1,0,0,0,100,1,1,100,75,3,97,1,0,1,786531,786532,5937,1790,1598,3,,1,,145,146,15
1003552586,100,4,11,2,100,100,0,0,0,0,0,1,100,1,0,92.5,75,2,36.4,1,8,0,780004,784104,5937,1376,1298,3,,,,101,101,15
1003561185,100,5,16,4.5,50,0,0,100,1,1,0,0,0,0,0,83.6,18.8,2,31.7,0,27,1,780004,780026,5901,3858,3577,4,,,13,271,284,15
1003561781,93.3,7,13,4.5,66.7,100,100,100,2,0,0,0,100,1,0,100,87.5,3,53.8,1,35,1,786531,786532,5908,1145,991,1,,,,65,65,12
1003562271,93.3,5,15,3.5,100,100,0,100,1,0,0,0,100,1,1,88.8,75,3,34.5,1,29,1,780004,784104,5937,1646,1571,3,,4,,150,154,15
1003568206,100,5,16,3.5,100,66.7,100,100,1,0,1,0,0,0,1,82.6,87.5,3,31.3,0,24,1,786531,786532,5901,1082,1009,2,,1,,100,101,15
1003572229,86.7,3.5,9,3.5,100,66.7,0,100,1,0,1,0,0,0,0,97.3,62.5,3,38.9,0,17,1,780004,784104,5901,1161,1064,1,,2,,119,121,15
1003580986,86.7,3,18,4.3,50,0,100,0,0,1,1,0,0,0,0,55.1,43.8,2,16.9,0,20,0,788371,780008,5901,5329,5152,5,,,,296,296,13
1003581003,60,3,16,5.3,100,0,100,0,0,1,0,0,0,0,1,59.3,62.5,1,19,0,24,0,788371,780008,5901,4423,4276,4,,,,324,324,11
1003582422,93.3,6,7,0,100,0,100,100,1,0,1,1,0,0,0,100,62.5,3,85.7,0,1,1,780004,784104,5901,1421,1294,1,,,,127,127,15
1003582452,100,7,12,3.5,100,33.3,0,100,1,0,1,1,0,0,0,100,50,3,58.3,0,17,1,786531,786532,5908,1880,1659,2,,2,,136,138,15
1003582672,100,5,16,4.8,66.7,0,0,100,2,0,1,0,0,0,0,82.6,25,3,31.3,0,34,1,788371,780008,5908,4147,4005,5,,,,236,236,15
1003585269,93.3,5,17,5.5,100,0,100,0,0,0,0,0,0,0,0,80,62.5,1,29.9,0,18,0,788371,780008,5938,5055,4878,5,,3,2,300,305,14
1003631326,100,4,8,0,100,100,100,100,1,1,1,0,0,0,1,100,100,3,51.6,0,0,1,780004,784104,5937,1616,1529,4,,2,,116,118,15
1003631330,93.3,6,12,0,100,33.3,100,100,1,0,0,1,100,1,0,100,75,3,49,1,1,1,786531,786532,5901,198,177,2,,1,,45,46,14
1003631722,100,5,17,5,0,0,100,0,0,0,0,0,0,0,0,79.1,25,1,29.4,0,31,0,780004,780340,5901,3372,3263,4,,4,0,230,234,15
